symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Geneid	Regulate
Gpank1	61.1007550670577	1.12462707765201	0.617135631377198	1.82233373098601	0.0684043630639354	0.259012913715055	ENSMUSG00000092417.3	Normal
Ormdl1	137.72717832089	-0.891830216487371	0.48940954368161	-1.82225751009784	0.0684159220544259	0.259012913715055	ENSMUSG00000026097.9	Normal
Slc25a37	1497.78232385296	-0.512299315902512	0.281171338816437	-1.82201826850128	0.0684522137634883	0.259063896704099	ENSMUSG00000034248.7	Normal
Accs	53.9366454015233	1.16179845293062	0.638114062087049	1.82067520833311	0.0686562429077338	0.259662898034914	ENSMUSG00000040272.14	Normal
Rrp15	307.869979206541	0.646607248127809	0.355142845545592	1.82069625289636	0.068653042101803	0.259662898034914	ENSMUSG00000001305.5	Normal
Ccdc9b	165.438369488243	0.867842725169389	0.476765403697922	1.82027202149771	0.0687175899302753	0.259808343007537	ENSMUSG00000045838.8	Normal
Gprasp1	344.348405825901	0.914005815302897	0.502420689513879	1.81920417367217	0.0688802863338275	0.2602500831854	ENSMUSG00000043384.15	Normal
Klf10	1981.48271929914	-0.498214111084407	0.273848606622838	-1.81930489706884	0.0688649266947609	0.2602500831854	ENSMUSG00000037465.10	Normal
Spryd3	176.788189629181	0.875731699506829	0.481573509129866	1.81847980194997	0.0689908310708091	0.260453624149653	ENSMUSG00000036966.15	Normal
Slx4	342.836775501985	0.740251168854701	0.407089264939498	1.81840012156724	0.0690029998077538	0.260453624149653	ENSMUSG00000039738.16	Normal
Nol12	269.800849170853	0.729620749886882	0.401211760068542	1.81854278090511	0.0689812142126706	0.260453624149653	ENSMUSG00000033099.10	Normal
Asf1a	271.74042912389	-0.673578800153295	0.370609969531263	-1.81748699584423	0.0691425777136268	0.260893702476617	ENSMUSG00000019857.7	Normal
Ccdc85b	270.046736329419	0.701183101224708	0.385943957810646	1.81680030749108	0.0692476957339532	0.261116726438661	ENSMUSG00000095098.2	Normal
Ap4e1	396.361327397562	-0.622459176592035	0.3425860931236	-1.81694233679083	0.0692259431767921	0.261116726438661	ENSMUSG00000001998.15	Normal
Tmx3	1195.36110394331	-0.573980090611625	0.315982885291557	-1.81649107381881	0.0692950759655076	0.261208605848061	ENSMUSG00000024614.7	Normal
Nxn	369.597171848605	0.679295536061284	0.374122918935979	1.81570147584978	0.0694161775558917	0.261491408980873	ENSMUSG00000020844.6	Normal
Cd47	956.119990873888	-0.542791150132691	0.298927987804355	-1.81579233888244	0.0694022329400944	0.261491408980873	ENSMUSG00000055447.19	Normal
Bmper	137.441411012804	-0.849654808381946	0.468020458753703	-1.81542236560449	0.0694590265838052	0.261566009199134	ENSMUSG00000031963.8	Normal
Cdca8	516.947810589163	0.900434490729904	0.496053525458571	1.81519623290149	0.0694937584199546	0.261610002675451	ENSMUSG00000028873.16	Normal
Gm9791	55.5781100205033	1.18403882664051	0.652464196892694	1.81471846620765	0.0695671857421957	0.261666667892228	ENSMUSG00000044434.5	Normal
Tyw1	328.403436084742	0.668325315372684	0.368385947654214	1.81419872182532	0.0696471368900812	0.261666667892228	ENSMUSG00000056310.14	Normal
Bax	948.925667010099	0.592992917009434	0.326820995943397	1.8144272380595	0.0696119754471029	0.261666667892228	ENSMUSG00000003873.11	Normal
S100a11	1741.57098179768	-0.518724930579031	0.285817392560384	-1.81488231325685	0.0695419971352116	0.261666667892228	ENSMUSG00000027907.4	Normal
Tmx2	456.159278682166	-0.660066012227341	0.363831158786323	-1.81420968569379	0.0696454495634822	0.261666667892228	ENSMUSG00000050043.16	Normal
Cav2	331.236970104331	-0.689382076333691	0.37997418724585	-1.81428660017805	0.0696336134574077	0.261666667892228	ENSMUSG00000000058.6	Normal
Mocs3	66.4144810534505	1.07358405013402	0.592012920055459	1.81344699374711	0.0697629070310637	0.262014889080931	ENSMUSG00000074576.4	Normal
Rars	1683.65344425771	-0.526281672617454	0.290285968045237	-1.81297661806182	0.0698354277172393	0.262200497714411	ENSMUSG00000018848.4	Normal
Mcm7	2052.84269377849	0.739474867350046	0.408088748250554	1.81204424410161	0.0699793603954467	0.262654014711746	ENSMUSG00000029730.16	Normal
Hnrnpab	2778.33654582371	0.636273801767087	0.351198669185571	1.81172042377781	0.0700294061994965	0.262754962103896	ENSMUSG00000020358.17	Normal
Dnase1l1	117.046952209375	1.079987787901	0.596320529183267	1.81108604357488	0.0701275335678589	0.262862452442272	ENSMUSG00000019088.14	Normal
Alg1	194.929716388075	0.786168718674832	0.434054050777373	1.81122308907574	0.0701063255096987	0.262862452442272	ENSMUSG00000039427.14	Normal
Zbtb33	485.657668462683	-0.603798572704866	0.333372170320099	-1.81118469524648	0.0701122664987613	0.262862452442272	ENSMUSG00000048047.3	Normal
Camta2	236.877889093928	0.693762017990405	0.383159144973958	1.81063672129647	0.0701971039959214	0.263036358650944	ENSMUSG00000040712.16	Normal
Pafah1b2	1596.33090887548	-0.53619267214084	0.296167969668369	-1.81043437189118	0.0702284530815712	0.263066977714797	ENSMUSG00000003131.7	Normal
Sptbn1	3913.05853347259	0.741085062294086	0.409438057048583	1.81000532201664	0.0702949618561503	0.263213891160791	ENSMUSG00000020315.18	Normal
Zfp292	807.218095791102	-0.539804128160081	0.29826758195691	-1.80979818396109	0.070327089665169	0.263213891160791	ENSMUSG00000039967.14	Normal
Gbe1	792.782313894431	-0.57202682450611	0.316083594365122	-1.80973272483524	0.0703372451005003	0.263213891160791	ENSMUSG00000022707.16	Normal
Klhdc7a	80.2427327228979	1.012844465735	0.559743287517692	1.80948032485871	0.070376414107789	0.263273665169217	ENSMUSG00000078234.6	Normal
Rbm19	443.801170107896	0.621322752594746	0.343511391410158	1.80873987917588	0.0704914243627168	0.263583352276069	ENSMUSG00000029594.12	Normal
Polr3g	535.704852440249	-0.577257975704191	0.319165391738971	-1.8086484018803	0.0705056438334931	0.263583352276069	ENSMUSG00000035834.11	Normal
Hdac10	121.962532977413	0.999881641472236	0.552959626758012	1.80823624924394	0.0705697391052934	0.263736101035588	ENSMUSG00000062906.12	Normal
Ier5	183.09116719757	0.771449795069028	0.426766242445656	1.80766358334273	0.0706588756768687	0.26398230379607	ENSMUSG00000056708.5	Normal
Arhgdia	4281.11680275795	0.642293209900729	0.355383204907208	1.80732572904911	0.0707115066563891	0.264092004129653	ENSMUSG00000025132.13	Normal
Cst3	587.173901945655	0.695855293263839	0.385053726739444	1.80716415643136	0.0707366878188956	0.264099146955416	ENSMUSG00000027447.6	Normal
Zfp518a	330.125392668894	-0.694647914047938	0.384505273560592	-1.80660178627816	0.0708243908016592	0.264339636829606	ENSMUSG00000049164.7	Normal
Pja1	309.349923063052	0.729308119629847	0.403769023724719	1.8062507938377	0.0708791741000901	0.264370235305956	ENSMUSG00000034403.16	Normal
Emp2	1794.94873010408	0.675208331102743	0.373810306562312	1.80628602060813	0.0708736742975761	0.264370235305956	ENSMUSG00000022505.9	Normal
Zfp395	149.484666700099	1.07097080408581	0.593076243183413	1.80578941813153	0.0709512389961863	0.264552090212456	ENSMUSG00000034522.10	Normal
Map3k5	194.528061611427	0.752472377691885	0.416743028380547	1.80560279704252	0.0709804054653582	0.264573925133601	ENSMUSG00000071369.11	Normal
Tcof1	1016.26232061301	0.727563531380207	0.403082528666277	1.80499892611961	0.0710748500779534	0.264838985024548	ENSMUSG00000024613.16	Normal
Becn1	395.228450526208	0.752503269479347	0.416956116263581	1.80475412190296	0.0711131664699814	0.264848840678794	ENSMUSG00000035086.13	Normal
Ldah	606.494884076077	-0.564811571520014	0.312969811028601	-1.80468387562275	0.0711241644395563	0.264848840678794	ENSMUSG00000037669.15	Normal
Atg16l2	179.533059567228	0.74991251092969	0.415599247612303	1.80441258072068	0.0711666522800556	0.264869266350636	ENSMUSG00000047767.17	Normal
Zfas1	893.505840297059	-0.568917138456408	0.315302945644206	-1.80435085150896	0.0711763226757216	0.264869266350636	ENSMUSG00000074578.14	Normal
Tmem109	850.291452571231	0.815411278720125	0.451962392438994	1.80415736433246	0.0712066410350334	0.264895239510858	ENSMUSG00000034659.14	Normal
Msrb2	58.6486745044963	1.24712771493248	0.691706482389847	1.80297242643101	0.071392545193077	0.265149255881049	ENSMUSG00000023094.14	Normal
Rai2	50.9959699120424	1.21213024811737	0.672626242208561	1.80208587184668	0.0715318961680857	0.265149255881049	ENSMUSG00000043518.7	Normal
Gm7332	57.7034939090647	1.13995450581189	0.632350050770431	1.80272699341609	0.071431100708938	0.265149255881049	ENSMUSG00000080875.4	Normal
Copz2	96.2528840782798	1.0816113448623	0.599852753035962	1.80312808333056	0.0713681016092325	0.265149255881049	ENSMUSG00000018672.15	Normal
Plscr4	99.0597335618827	1.04952180152914	0.582322233008062	1.80230419180065	0.0714975593960474	0.265149255881049	ENSMUSG00000032377.8	Normal
Miip	93.9856463378855	0.968779103890166	0.537465110026873	1.80249673107474	0.0714672885493749	0.265149255881049	ENSMUSG00000029022.18	Normal
Smc1a	1580.43307066556	0.766146439464165	0.425133178055213	1.80213278805698	0.0715245161736832	0.265149255881049	ENSMUSG00000041133.11	Normal
Hsd11b1	360.228638081092	0.650392746145652	0.360894972731432	1.80216626799525	0.0715192501077126	0.265149255881049	ENSMUSG00000016194.14	Normal
H2-K1	737.329586336533	0.610050699544124	0.338429753372613	1.80259180365993	0.0714523451993753	0.265149255881049	ENSMUSG00000061232.16	Normal
Prkar2b	305.727706655843	-0.680576886010477	0.377596374881056	-1.80239253150897	0.0714836694045566	0.265149255881049	ENSMUSG00000002997.15	Normal
Pdgfra	265.036090576886	-1.21592752886727	0.674199706985214	-1.80351239591081	0.071307780449466	0.265149255881049	ENSMUSG00000029231.15	Normal
Eif2b3	456.644529315299	-0.602733955857618	0.334509035515683	-1.80184656276455	0.0715695495763715	0.265202216027364	ENSMUSG00000028683.14	Normal
Tcf19	318.327624135753	0.906035267692646	0.502925193896446	1.80153088110993	0.0716192444516666	0.265299746908099	ENSMUSG00000050410.15	Normal
Zfp865	251.59439496104	0.8001917345346	0.444211088732844	1.80137721644281	0.0716434447036743	0.265302805020132	ENSMUSG00000074405.8	Normal
Shisa2	49.3432356163576	1.33498956984464	0.741562151564282	1.8002396252675	0.071822809479448	0.265880263402392	ENSMUSG00000044461.6	Normal
Wdr76	413.556458251135	-0.636762360006869	0.353755196128573	-1.80000850015906	0.0718592960583122	0.265928598063855	ENSMUSG00000027242.14	Normal
Sh3pxd2a	1113.05636791883	0.807258648163419	0.448645233320421	1.7993251420257	0.0719672632535281	0.265957856553295	ENSMUSG00000053617.12	Normal
Klf16	169.816552224437	0.794998917759347	0.441858278458422	1.79921698091293	0.0719843643464073	0.265957856553295	ENSMUSG00000035397.8	Normal
Llph	333.029429699701	0.67725055968384	0.376341402793967	1.79956431754762	0.0719294596031557	0.265957856553295	ENSMUSG00000020224.15	Normal
Ubb	3333.49925135434	0.553685779817977	0.307694335460648	1.79946692547673	0.0719448512540375	0.265957856553295	ENSMUSG00000019505.7	Normal
Erp44	701.490034949863	-0.560092241605424	0.311284396208355	-1.79929430587498	0.0719721383438523	0.265957856553295	ENSMUSG00000028343.10	Normal
Ercc6l	601.672184753303	-0.630148088999132	0.350354857663697	-1.79859954904352	0.0720820487528166	0.266145495557732	ENSMUSG00000051220.2	Normal
Syt13	43.6048790920668	-1.30657753108054	0.726410815971885	-1.79867576631886	0.0720699844841211	0.266145495557732	ENSMUSG00000027220.2	Normal
Dnajc2	974.126194973142	-0.539714959955648	0.300147424727483	-1.79816621930266	0.072150671023681	0.266312232884156	ENSMUSG00000029014.14	Normal
Timm17a	912.64818073888	-0.608205302055535	0.33833338402632	-1.79765086973569	0.0722323516258436	0.266440426049179	ENSMUSG00000062580.9	Normal
Trim59	830.68758382959	-0.755646133192265	0.420327778200117	-1.79775444874953	0.0722159287379862	0.266440426049179	ENSMUSG00000034317.14	Normal
Fem1b	1268.27092232295	-0.567311991007787	0.315636459457536	-1.79735887287163	0.0722786654195439	0.266524643441138	ENSMUSG00000032244.9	Normal
Zfp213	148.292640904749	0.903363701994751	0.502741588193777	1.79687482239197	0.0723554945126713	0.266634695687928	ENSMUSG00000071256.4	Normal
Togaram1	832.482330430028	-0.545695767546384	0.303687656399324	-1.79689808277502	0.0723518010670294	0.266634695687928	ENSMUSG00000035614.11	Normal
Eny2	616.084880112941	-0.571406047762838	0.318030371718515	-1.79670276356053	0.0723828200071048	0.266648817617864	ENSMUSG00000022338.8	Normal
Chst3	56.1153425538123	1.13793697879028	0.633477260735643	1.79633437428964	0.072441354099245	0.266777861462177	ENSMUSG00000057337.13	Normal
Sdcbp	1967.30019921387	-0.497953717527513	0.277258018388825	-1.79599392804281	0.0724954827198157	0.26689060294191	ENSMUSG00000028249.15	Normal
Impa2	109.862629616195	0.880789306803374	0.490764006883022	1.79473085729638	0.0726965916836931	0.267544200911127	ENSMUSG00000024525.7	Normal
Nrp1	573.598796682815	0.66102384636851	0.368362641432323	1.79449209018107	0.0727346599924846	0.267597533521783	ENSMUSG00000025810.9	Normal
Narf	174.89742322248	0.877007447811998	0.4891122258285	1.79305975500091	0.0729633698474153	0.268178189044095	ENSMUSG00000000056.7	Normal
Eml1	308.666586531946	0.738803251849872	0.412028149616419	1.79308926474482	0.0729586519130975	0.268178189044095	ENSMUSG00000058070.14	Normal
Golga3	774.871428105197	0.606033419228062	0.337974470667031	1.79313371815329	0.0729515452992578	0.268178189044095	ENSMUSG00000029502.14	Normal
Cyb561d1	58.8104425953771	1.10995235631769	0.619097459523881	1.79285561464151	0.0729960140675451	0.268211317470585	ENSMUSG00000048796.7	Normal
Tyro3	98.3207200894743	1.1483203106973	0.640614810808703	1.79252850749372	0.0730483469044443	0.268316743483962	ENSMUSG00000027298.17	Normal
Tbc1d12	184.96824545379	-0.747408159444012	0.417011633390407	-1.79229570496007	0.0730856109401841	0.268366769385665	ENSMUSG00000048720.8	Normal
Rps23	4690.5654100402	0.617064116698036	0.344404527156795	1.79168410413232	0.0731835822423066	0.268639604932141	ENSMUSG00000049517.8	Normal
Gm5637	44.0019117442101	1.2554954149394	0.700998139689072	1.79101105103685	0.0732915216292347	0.268870618553758	ENSMUSG00000046993.6	Normal
Prrc2b	2473.56115869199	0.695810116513805	0.38850450364442	1.79099626899215	0.0732938937273415	0.268870618553758	ENSMUSG00000039262.16	Normal
Gm7666	58.2101253304615	1.28835571154668	0.719479390048341	1.79067771692546	0.0733450275426145	0.268971264170816	ENSMUSG00000067547.6	Normal
Rangap1	1662.15997401655	0.696603708937945	0.389115704337205	1.79022255121904	0.0734181411405461	0.269152423108914	ENSMUSG00000022391.16	Normal
Tanc2	980.183917601683	0.747443645292242	0.417594911430522	1.78987728258418	0.0734736416428717	0.269218619984873	ENSMUSG00000053580.16	Normal
Parp3	296.701637506091	0.70296668280814	0.392813065243968	1.78957052350472	0.0735229806759342	0.269218619984873	ENSMUSG00000023249.15	Normal
Zfp948	400.331082325789	-0.609605375843464	0.340652972165482	-1.7895202028278	0.0735310768240621	0.269218619984873	ENSMUSG00000067931.6	Normal
Gm14326	84.6942023774636	-1.002176177932	0.55995869262388	-1.78973233406906	0.073496951740342	0.269218619984873	ENSMUSG00000078862.10	Normal
Stom	262.316412845833	0.826891688611649	0.462173046241588	1.78913871186554	0.0735924790364973	0.269356542103916	ENSMUSG00000026880.11	Normal
Mrpl35	501.74384313817	-0.626263802198936	0.350112591848167	-1.78874972446157	0.0736551309933751	0.269498948025405	ENSMUSG00000052962.3	Normal
Slc38a6	204.173900759618	0.963441005822902	0.538906762594545	1.78776937439875	0.073813223815472	0.269990361039513	ENSMUSG00000044712.15	Normal
Asxl2	908.212815706428	-0.527876331937544	0.295302648271832	-1.78757737198355	0.0738442188977962	0.270016715364042	ENSMUSG00000037486.18	Normal
Thbs3	54.1251642896332	1.22641833307276	0.686383855978899	1.78678202057023	0.0739727263784857	0.27035480966913	ENSMUSG00000028047.11	Normal
Ppp6r2	205.348677065011	0.832256062275754	0.465882009821179	1.78640953016237	0.0740329736758598	0.27035480966913	ENSMUSG00000036561.9	Normal
Rcc1l	167.119718217352	0.78333869922917	0.438569678530114	1.78612142511667	0.0740795998300437	0.27035480966913	ENSMUSG00000061979.8	Normal
Rplp1	10090.061727191	0.655184303082332	0.366805846138366	1.78618827911261	0.0740687782191191	0.27035480966913	ENSMUSG00000007892.8	Normal
Cnppd1	361.460492354537	0.609785384972668	0.341337708726866	1.78645772026498	0.0740251770601299	0.27035480966913	ENSMUSG00000033159.14	Normal
Pclaf	1753.20055803426	-0.58136187077398	0.325411378370266	-1.78654438478941	0.074011157405228	0.27035480966913	ENSMUSG00000040204.6	Normal
Dalrd3	171.94962799216	0.816814264455529	0.457439879280903	1.78562102136692	0.0741606408891888	0.270457372725698	ENSMUSG00000019039.14	Normal
Tmed2	1796.36143023137	-0.490545321870122	0.274737340688291	-1.78550655197133	0.0741791895414183	0.270457372725698	ENSMUSG00000029390.13	Normal
Skp1a	2352.65644507435	-0.496274975801026	0.277903455936362	-1.78578195124953	0.0741345701779625	0.270457372725698	ENSMUSG00000036309.14	Normal
Armc10	453.526136129047	-0.594363778403445	0.332937615092375	-1.78521065647249	0.0742271540978273	0.270545343291696	ENSMUSG00000038525.16	Normal
Zfp141	232.757804960176	-0.699664224865405	0.392105456425194	-1.78437768054597	0.0743623153249156	0.270950972371683	ENSMUSG00000092416.2	Normal
Gm10123	1503.86072782235	1.02491919594882	0.574463647889575	1.78413238107249	0.0744021566801932	0.271009139383887	ENSMUSG00000062933.7	Normal
Rilpl1	105.377093278291	1.00972750553914	0.56620598725815	1.78332184445583	0.0745339274761051	0.27140201374841	ENSMUSG00000029392.12	Normal
Ptcd1	134.516485531163	0.978017634057968	0.548530185447266	1.78297869471031	0.0745897715350052	0.271518251097597	ENSMUSG00000029624.10	Normal
Per2	129.214146387848	0.951420359896787	0.533806752942575	1.78233106766099	0.0746952592459494	0.271640881910133	ENSMUSG00000055866.9	Normal
Pgp	305.251881831084	0.72751030510577	0.408146304720373	1.78247431543989	0.0746719160669333	0.271640881910133	ENSMUSG00000043445.7	Normal
Tmem43	1154.13086785877	0.646133180310638	0.362488371616945	1.78249353883669	0.0746687839400398	0.271640881910133	ENSMUSG00000030095.10	Normal
Pip4k2c	305.407503159843	0.712341791754693	0.39975285998239	1.78195546064655	0.0747564952167868	0.271776496063591	ENSMUSG00000025417.8	Normal
Calm3	1319.74033780377	0.632123459188792	0.354849968406348	1.7813823177939	0.074850014874198	0.272029352808885	ENSMUSG00000019370.10	Normal
Gbf1	1358.63138747326	0.756303150651604	0.42469081207727	1.78083238239211	0.0749398375805899	0.272179321640302	ENSMUSG00000025224.16	Normal
Mfap3	594.828565664341	-0.570364568049927	0.32030549409321	-1.78068930620325	0.0749632210967033	0.272179321640302	ENSMUSG00000020522.13	Normal
Itga2	135.827628803613	-1.41530338133643	0.794777027040244	-1.78075527246557	0.0749524392253393	0.272179321640302	ENSMUSG00000015533.9	Normal
Sars2	138.883995502868	0.793390293298133	0.445717765236686	1.78002842870045	0.0750713083000844	0.272186723613786	ENSMUSG00000070699.5	Normal
Iqsec1	392.211829535747	0.654660112487682	0.367758124040392	1.78013773100435	0.0750534230163572	0.272186723613786	ENSMUSG00000034312.15	Normal
Tpm3	4401.23956096988	-0.488271457023741	0.274318475147251	-1.77994375610918	0.0750851657827985	0.272186723613786	ENSMUSG00000027940.18	Normal
Uba3	1383.56586915657	-0.499772057548089	0.280726927750447	-1.78027829945962	0.0750304267250223	0.272186723613786	ENSMUSG00000030061.16	Normal
Zfpm2	76.1401077377872	-1.0564594633633	0.593403810796644	-1.78033818479359	0.0750206315339103	0.272186723613786	ENSMUSG00000022306.9	Normal
Rnft1	623.716722261523	-0.557937657817732	0.313524543711476	-1.77956612650772	0.0751469939264424	0.272323876457574	ENSMUSG00000020521.7	Normal
Pigv	82.3672099302929	0.981340659174736	0.551631364824561	1.77897908232038	0.0752431914169954	0.272498475616751	ENSMUSG00000043257.15	Normal
Ftl1-ps1	242.938372387037	0.803875816076952	0.451872465413896	1.77898827126064	0.0752416848737244	0.272498475616751	ENSMUSG00000062382.9	Normal
Gm10241	206.719074756278	1.557312228651	0.875502666039522	1.77876354814058	0.0752785356972991	0.272539515203938	ENSMUSG00000084838.3	Normal
Dhcr24	1139.69767555984	0.634097663517488	0.356660413388788	1.77787508709656	0.0754243727210813	0.272930543815949	ENSMUSG00000034926.3	Normal
Ammecr1l	359.782520341207	-0.633105334578187	0.356114772114182	-1.77781261591472	0.0754346357665756	0.272930543815949	ENSMUSG00000041915.9	Normal
Gtf2h2	325.4835263082	-0.672339772273572	0.378270958482112	-1.77740256606394	0.0755020288928248	0.273087325663978	ENSMUSG00000021639.17	Normal
Atp8a1	251.970773006659	-0.922172310732207	0.518877854308858	-1.77724353250831	0.0755281798360726	0.27309488408392	ENSMUSG00000037685.15	Normal
Cnot1	4220.88495404984	-0.488680760578837	0.275055783784148	-1.77666055174587	0.0756241064620195	0.273299073104807	ENSMUSG00000036550.16	Normal
Mapre1	2535.99704780182	-0.493532026798711	0.277815083780525	-1.7764767127929	0.0756543768734976	0.273299073104807	ENSMUSG00000027479.14	Normal
Qk	5269.60462318647	-0.512725837177134	0.288621987413267	-1.77646146009999	0.0756568887837272	0.273299073104807	ENSMUSG00000062078.15	Normal
Sugp1	321.747591596026	0.681164339877682	0.383673140676992	1.77537666221765	0.0758357148187951	0.273834317926455	ENSMUSG00000011306.7	Normal
Slc7a11	1537.71000795468	-0.727159988299505	0.409605287259672	-1.77527002437964	0.0758533123842093	0.273834317926455	ENSMUSG00000027737.10	Normal
Tshz3	281.641221456623	0.854984902182312	0.481664013431586	1.7750649380904	0.0758871654536035	0.273869420635421	ENSMUSG00000021217.7	Normal
Inip	401.315941226595	-0.606031408027662	0.341450982222103	-1.77487088800775	0.075919208153603	0.273897969657786	ENSMUSG00000038544.14	Normal
Ccdc157	97.9372122687663	1.00892679774206	0.5685556368586	1.77454365471885	0.0759732678565351	0.27400590726777	ENSMUSG00000051427.14	Normal
Cox7b	925.292636276694	-0.52639046873455	0.296780128341804	-1.77367154490985	0.0761174958263227	0.274438874723241	ENSMUSG00000031231.4	Normal
Zfp526	110.207999796597	0.95164436531346	0.536623009200277	1.77339463459028	0.0761633374522639	0.274516951439567	ENSMUSG00000046541.9	Normal
Exoc7	277.147397259926	0.807898977391952	0.455615565259371	1.77320319803393	0.0761950423313243	0.274544041416041	ENSMUSG00000020792.15	Normal
Ccdc57	62.2250301298662	1.13519485517124	0.640380865401223	1.77268703127161	0.0762805812428029	0.274765026057065	ENSMUSG00000048445.6	Normal
Tax1bp3	274.204842110562	0.758493091575771	0.427965821478677	1.77232165165685	0.0763411791096886	0.274896060563123	ENSMUSG00000040158.12	Normal
Armc5	183.950435658521	0.990800349037275	0.559258914900375	1.77163085404508	0.0764558545246025	0.275143166071067	ENSMUSG00000042178.6	Normal
Cmip	427.085625020519	0.761874312770563	0.430044783830436	1.7716162163031	0.0764582859725238	0.275143166071067	ENSMUSG00000034390.16	Normal
Rpl28	4784.59776899978	0.558887112677597	0.315508786702284	1.77138367054407	0.0764969221719551	0.275194949810362	ENSMUSG00000030432.12	Normal
Ints12	278.402516132855	-0.707550059048994	0.399564520830254	-1.77080301719176	0.0765934640419376	0.275454948313052	ENSMUSG00000028016.9	Normal
Asrgl1	134.203317729496	0.883266985473129	0.498888393300588	1.77047010380325	0.0766488604139304	0.275460347765727	ENSMUSG00000024654.8	Normal
Tmed1	168.858098317538	0.828587079977098	0.468175631735996	1.76982103255715	0.0767569589851643	0.275460347765727	ENSMUSG00000032180.11	Normal
Daxx	223.927281298195	0.764016492654885	0.431657914432755	1.76995826349874	0.0767340937148888	0.275460347765727	ENSMUSG00000002307.16	Normal
Snf8	230.876923477611	0.694213130607511	0.392142242905132	1.77030948123449	0.0766755994884401	0.275460347765727	ENSMUSG00000006058.10	Normal
Dld	1589.24204225375	-0.497844686272189	0.281186435527459	-1.77051458879343	0.0766414562768693	0.275460347765727	ENSMUSG00000020664.10	Normal
Taf2	946.382896245753	-0.523924028430783	0.296007396938071	-1.76996937863818	0.0767322419655584	0.275460347765727	ENSMUSG00000037343.8	Normal
Rlf	700.812552859567	-0.541269889306151	0.305841306423204	-1.76977366346054	0.0767648528619378	0.275460347765727	ENSMUSG00000049878.13	Normal
Clpp	393.124239989564	0.614082516300459	0.347097214112439	1.76919459832234	0.0768614053332603	0.275719643025444	ENSMUSG00000002660.8	Normal
Cnot2	1070.07012867617	-0.512500746224658	0.289873441186109	-1.76801553163201	0.0770583071666333	0.276149448180046	ENSMUSG00000020166.15	Normal
Ecpas	2238.87372501302	-0.519599075615522	0.293836149094386	-1.76832931283964	0.0770058662178875	0.276149448180046	ENSMUSG00000050812.18	Normal
Btbd1	749.296638347961	-0.536962682976149	0.303730048466176	-1.76789450266046	0.0770785420118402	0.276149448180046	ENSMUSG00000025103.8	Normal
Fhl2	179.634593656632	-0.764670462483029	0.432477393714925	-1.76811660816443	0.0770414114892819	0.276149448180046	ENSMUSG00000008136.14	Normal
Sdr39u1	62.2805701006237	1.11965676594407	0.633535202026729	1.76731578981278	0.0771753569313687	0.276222717995212	ENSMUSG00000022223.9	Normal
Relt	63.6732242494434	1.10580965550884	0.625704898211863	1.76730221973493	0.0771776283061968	0.276222717995212	ENSMUSG00000008318.10	Normal
Rab5if	237.553492015705	0.72939043586655	0.412681086355349	1.76744333574447	0.0771540108124904	0.276222717995212	ENSMUSG00000027637.3	Normal
Strip1	390.730781917134	0.656146389637224	0.371293537377597	1.76719043986466	0.0771963402185737	0.276222717995212	ENSMUSG00000014601.13	Normal
Cavin2	370.556024099309	-0.827893194029003	0.46862903646371	-1.76662803542075	0.07729054263096	0.276472631220106	ENSMUSG00000045954.7	Normal
Dlat	1134.7330933688	-0.505320486063461	0.286087446172607	-1.76631478530023	0.0773430524411401	0.276573297166648	ENSMUSG00000000168.9	Normal
Stard3	136.515576602978	0.794919534724424	0.450151772934703	1.76589226682826	0.0774139248354804	0.27665240770866	ENSMUSG00000018167.10	Normal
Gm2223	98.819209790743	-0.924332259576714	0.523403730094771	-1.76600243068453	0.0773954410758454	0.27665240770866	ENSMUSG00000079297.4	Normal
Ncs1	1191.69688854166	-0.509338172976339	0.288473853070051	-1.76563029042585	0.0774578947939833	0.276722412940419	ENSMUSG00000062661.6	Normal
Tomm40l	47.6966495067439	1.39256068939105	0.78902375206455	1.76491605702274	0.0775778746434347	0.277063838012267	ENSMUSG00000005674.9	Normal
Ddx6	3215.35115752867	-0.494398350858849	0.280167464648796	-1.76465297809866	0.077622105848434	0.277134602510137	ENSMUSG00000032097.10	Normal
Mta3	168.769020927607	0.745319141537089	0.42260508165724	1.76363033452965	0.0777942370757579	0.277487300694485	ENSMUSG00000055817.18	Normal
Bag3	999.487090849832	0.703380993493304	0.398808184567059	1.76370751833211	0.0777812346722027	0.277487300694485	ENSMUSG00000030847.8	Normal
Polr3f	586.01822198327	-0.572558484343557	0.324639162081174	-1.76367657146796	0.0777864477764697	0.277487300694485	ENSMUSG00000027427.13	Normal
Cstf3	619.337549590338	-0.564491805170437	0.320103295607394	-1.76346764596508	0.0778216494316178	0.277497870263545	ENSMUSG00000027176.8	Normal
Stx2	197.117957380408	0.78905352599228	0.447581021079275	1.76292891975088	0.0779124787452623	0.277734495527239	ENSMUSG00000029428.13	Normal
Nup54	703.292116989409	-0.537516389280449	0.304957111185623	-1.76259667200635	0.0779685387835593	0.277759860387131	ENSMUSG00000034826.14	Normal
Ghr	412.472278461381	-0.598891450441589	0.339774891549856	-1.76261243940008	0.0779658776149385	0.277759860387131	ENSMUSG00000055737.12	Normal
Ccne1	262.513166404369	-0.662161084393367	0.375739795773529	-1.76228627321785	0.0780209419264778	0.277830542027878	ENSMUSG00000002068.16	Normal
